ProductKey,ProductSubcategoryKey,Category,SubCategory,EnglishProductName,Color,Size,ProductLine,ModelName,EnglishDescription,StartDate,EndDate,Product_Status
211,14,Components,Road Frames,"HL Road Frame - Red, 58",Red,58,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,NULL,Current
212,31,Accessories,Helmets,"Sport-100 Helmet, Red",Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
213,31,Accessories,Helmets,"Sport-100 Helmet, Red",Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
214,31,Accessories,Helmets,"Sport-100 Helmet, Red",Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2021-07-01 00:00:00.000,NULL,Current
215,31,Accessories,Helmets,"Sport-100 Helmet, Black",Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
216,31,Accessories,Helmets,"Sport-100 Helmet, Black",Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
217,31,Accessories,Helmets,"Sport-100 Helmet, Black",Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2021-07-01 00:00:00.000,NULL,Current
218,23,Clothing,Socks,"Mountain Bike Socks, M",White,M,"M ",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
219,23,Clothing,Socks,"Mountain Bike Socks, L",White,L,"M ",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
220,31,Accessories,Helmets,"Sport-100 Helmet, Blue",Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
221,31,Accessories,Helmets,"Sport-100 Helmet, Blue",Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
222,31,Accessories,Helmets,"Sport-100 Helmet, Blue",Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2021-07-01 00:00:00.000,NULL,Current
223,19,Clothing,Caps,AWC Logo Cap,Multi,NULL,"S ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
224,19,Clothing,Caps,AWC Logo Cap,Multi,NULL,"S ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
225,19,Clothing,Caps,AWC Logo Cap,Multi,NULL,"S ",Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2021-07-01 00:00:00.000,NULL,Current
226,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",Multi,S,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
227,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",Multi,S,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
228,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",Multi,S,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2021-07-01 00:00:00.000,NULL,Current
229,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",Multi,M,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
230,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",Multi,M,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
231,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",Multi,M,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2021-07-01 00:00:00.000,NULL,Current
232,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",Multi,L,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
233,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",Multi,L,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
234,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",Multi,L,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2021-07-01 00:00:00.000,NULL,Current
235,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",Multi,XL,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
236,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",Multi,XL,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
237,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",Multi,XL,"S ",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2021-07-01 00:00:00.000,NULL,Current
238,14,Components,Road Frames,"HL Road Frame - Red, 62",Red,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
239,14,Components,Road Frames,"HL Road Frame - Red, 62",Red,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
240,14,Components,Road Frames,"HL Road Frame - Red, 62",Red,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2021-07-01 00:00:00.000,NULL,Current
241,14,Components,Road Frames,"HL Road Frame - Red, 44",Red,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
242,14,Components,Road Frames,"HL Road Frame - Red, 44",Red,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
243,14,Components,Road Frames,"HL Road Frame - Red, 44",Red,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2021-07-01 00:00:00.000,NULL,Current
244,14,Components,Road Frames,"HL Road Frame - Red, 48",Red,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
245,14,Components,Road Frames,"HL Road Frame - Red, 48",Red,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
246,14,Components,Road Frames,"HL Road Frame - Red, 48",Red,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2021-07-01 00:00:00.000,NULL,Current
247,14,Components,Road Frames,"HL Road Frame - Red, 52",Red,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
248,14,Components,Road Frames,"HL Road Frame - Red, 52",Red,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
249,14,Components,Road Frames,"HL Road Frame - Red, 52",Red,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2021-07-01 00:00:00.000,NULL,Current
250,14,Components,Road Frames,"HL Road Frame - Red, 56",Red,56,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
251,14,Components,Road Frames,"HL Road Frame - Red, 56",Red,56,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
252,14,Components,Road Frames,"HL Road Frame - Red, 56",Red,56,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2021-07-01 00:00:00.000,NULL,Current
253,14,Components,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
254,14,Components,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
255,14,Components,Road Frames,"LL Road Frame - Black, 58",Black,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
256,14,Components,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
257,14,Components,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
258,14,Components,Road Frames,"LL Road Frame - Black, 60",Black,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
259,14,Components,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
260,14,Components,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
261,14,Components,Road Frames,"LL Road Frame - Black, 62",Black,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
262,14,Components,Road Frames,"LL Road Frame - Red, 44",Red,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
263,14,Components,Road Frames,"LL Road Frame - Red, 44",Red,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
264,14,Components,Road Frames,"LL Road Frame - Red, 48",Red,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
265,14,Components,Road Frames,"LL Road Frame - Red, 48",Red,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
266,14,Components,Road Frames,"LL Road Frame - Red, 52",Red,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
267,14,Components,Road Frames,"LL Road Frame - Red, 52",Red,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
268,14,Components,Road Frames,"LL Road Frame - Red, 58",Red,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
269,14,Components,Road Frames,"LL Road Frame - Red, 58",Red,58,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
270,14,Components,Road Frames,"LL Road Frame - Red, 60",Red,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
271,14,Components,Road Frames,"LL Road Frame - Red, 60",Red,60,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
272,14,Components,Road Frames,"LL Road Frame - Red, 62",Red,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
273,14,Components,Road Frames,"LL Road Frame - Red, 62",Red,62,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
274,14,Components,Road Frames,"ML Road Frame - Red, 44",Red,44,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
275,14,Components,Road Frames,"ML Road Frame - Red, 48",Red,48,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
276,14,Components,Road Frames,"ML Road Frame - Red, 52",Red,52,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
277,14,Components,Road Frames,"ML Road Frame - Red, 58",Red,58,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
278,14,Components,Road Frames,"ML Road Frame - Red, 60",Red,60,"R ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
279,14,Components,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
280,14,Components,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
281,14,Components,Road Frames,"LL Road Frame - Black, 44",Black,44,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
282,14,Components,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
283,14,Components,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
284,14,Components,Road Frames,"LL Road Frame - Black, 48",Black,48,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
285,14,Components,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
286,14,Components,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
287,14,Components,Road Frames,"LL Road Frame - Black, 52",Black,52,"R ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2021-07-01 00:00:00.000,NULL,Current
288,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
289,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
290,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
291,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 44",Silver,44,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
292,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 48",Silver,48,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
293,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
294,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
295,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
296,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
297,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
298,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",Black,42,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
299,12,Components,Mountain Frames,"HL Mountain Frame - Black, 44",Black,44,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
300,12,Components,Mountain Frames,"HL Mountain Frame - Black, 48",Black,48,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
301,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
302,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
303,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",Black,46,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
304,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
305,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
306,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",Black,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
307,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
308,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
309,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,38,"M ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2021-07-01 00:00:00.000,NULL,Current
310,2,Bikes,Road Bikes,"Road-150 Red, 62",Red,62,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
311,2,Bikes,Road Bikes,"Road-150 Red, 44",Red,44,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
312,2,Bikes,Road Bikes,"Road-150 Red, 48",Red,48,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
313,2,Bikes,Road Bikes,"Road-150 Red, 52",Red,52,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
314,2,Bikes,Road Bikes,"Road-150 Red, 56",Red,56,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
315,2,Bikes,Road Bikes,"Road-450 Red, 58",Red,58,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
316,2,Bikes,Road Bikes,"Road-450 Red, 60",Red,60,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
317,2,Bikes,Road Bikes,"Road-450 Red, 44",Red,44,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
